0.0014089,0.016531,0.12011
0.00099455,0.011759,0.086466
0.0010771,0.012722,0.09339
0.0013837,0.016233,0.1179
0.0016992,0.019764,0.14166
0.0024516,0.028138,0.19754
0.0042707,0.047954,0.32534
0.0062785,0.069144,0.45527
0.0088783,0.095818,0.6116
0.017656,0.1827,1.0931
0.032249,0.31806,1.7705
0.047519,0.45358,2.4016
0.10486,0.91979,4.2993
0.26339,2.009,7.737
0.49405,3.3591,11.084
1.1476,6.4096,16.464
3.2556,12.334,21.68
5.9363,16.383,22.893
8.5739,18.219,21.89
9.7029,17.242,19.193
8.9683,15.031,16.305
8.4498,13.95,15.038
8.9683,15.031,16.305
9.7029,17.242,19.193
8.5739,18.219,21.89
5.9363,16.383,22.893
3.2556,12.334,21.68
1.1476,6.4096,16.464
0.49405,3.3591,11.084
0.26339,2.009,7.737
0.10486,0.91979,4.2993
0.047519,0.45358,2.4016
0.032249,0.31806,1.7705
0.017656,0.1827,1.0931
0.0088783,0.095818,0.6116
0.0062785,0.069144,0.45527
0.0042707,0.047954,0.32534
0.0024516,0.028138,0.19754
0.0016992,0.019764,0.14166
0.0013837,0.016233,0.1179
0.0010771,0.012722,0.09339
0.00099455,0.011759,0.086466
0.0014089,0.016531,0.12011
