0.2158,1.5696,4.1065
0.19022,1.3847,3.6279
0.19139,1.3928,3.6471
0.19952,1.4508,3.7941
0.20448,1.4858,3.8817
0.21695,1.5744,4.1049
0.24132,1.7476,4.5413
0.25605,1.8512,4.7983
0.2678,1.9329,4.9972
0.30307,2.1796,5.6035
0.33427,2.3951,6.1223
0.35387,2.5281,6.4328
0.406,2.8815,7.2584
0.47477,3.3372,8.2839
0.5293,3.687,9.0281
0.62159,4.2612,10.19
0.77067,5.1169,11.694
0.89373,5.7123,12.413
1.0122,6.1482,12.558
1.1323,6.2513,11.705
1.0903,5.6161,10.082
1.0363,5.2464,9.3254
1.0903,5.6161,10.082
1.1323,6.2513,11.705
1.0122,6.1482,12.558
0.89373,5.7123,12.413
0.77067,5.1169,11.694
0.62159,4.2612,10.19
0.5293,3.687,9.0281
0.47477,3.3372,8.2839
0.406,2.8815,7.2584
0.35387,2.5281,6.4328
0.33427,2.3951,6.1223
0.30307,2.1796,5.6035
0.2678,1.9329,4.9972
0.25605,1.8512,4.7983
0.24132,1.7476,4.5413
0.21695,1.5744,4.1049
0.20448,1.4858,3.8817
0.19952,1.4508,3.7941
0.19139,1.3928,3.6471
0.19022,1.3847,3.6279
0.2158,1.5696,4.1065
