0.13393,1.2036,4.0152
0.11322,1.0219,3.4319
0.11646,1.0497,3.517
0.12674,1.1377,3.7884
0.13428,1.2012,3.9782
0.15087,1.3407,4.3958
0.1821,1.6007,5.162
0.2045,1.7824,5.6745
0.22542,1.9478,6.1216
0.28023,2.377,7.2669
0.33491,2.7873,8.2872
0.376,3.0837,8.9731
0.47579,3.7761,10.487
0.61577,4.6626,12.154
0.73973,5.3728,13.266
0.94189,6.3854,14.51
1.2414,7.5088,15.272
1.4603,8.007,15.084
1.6067,8.0654,14.389
1.6214,7.6291,13.214
1.4957,6.8697,11.765
1.3259,6.051,10.332
1.1068,5.0835,8.7058
0.87118,4.099,7.1
0.67898,3.4083,6.0806
0.58796,3.2239,6.0735
0.55211,3.3396,6.7923
0.47335,3.209,7.2921
0.40667,2.9538,7.293
0.36337,2.7515,7.1723
0.29806,2.3655,6.5694
0.24459,2.0059,5.837
0.22417,1.8657,5.547
0.19222,1.6305,4.9845
0.15772,1.3628,4.2831
0.14537,1.2669,4.0336
0.13125,1.1537,3.7207
0.11007,0.97808,3.2069
0.09896,0.88521,2.9318
0.094238,0.84596,2.8169
0.087309,0.78692,2.6366
0.08551,0.77184,2.592
0.10191,0.91586,3.0553
